ID,Price,Location,Room,Area,Floor,Store,Date_Time,Link
2549996,160 000,İnşaatçılar m.,3,100,4,15,bugün 11:34,https://bina.az/items/2549996
2557280,95 600,Qaraçuxur q.,3,112.5,5,5,13 yanvar 2022,https://bina.az/items/2557280
2542202,200 000,Nəsimi r.,3,105,14,19,bugün 15:01,https://bina.az/items/2542202
221,357 130,Bakı,3,142,,,14 yanvar 2022,https://bina.az/items/221
212,187 124,Bakı,3,133.7,,,bugün 11:22,https://bina.az/items/212
139,249 750,Ağ şəhər ,3,135,,,03 yanvar 2022,https://bina.az/items/139
220,132 286,Yasamal r.,3,95.2,,,13 yanvar 2022,https://bina.az/items/220
2569242,159 000,Həzi Aslanov m.,3,100,16,19,bugün 17:41,https://bina.az/items/2569242
2569238,117 000,Bakıxanov q.,3,100,2,7,bugün 17:40,https://bina.az/items/2569238
2447837,644 300,Xətai r.,3,379,19,20,bugün 17:39,https://bina.az/items/2447837
2543698,145 000,9-cu mikrorayon q.,3,107,16,18,bugün 17:39,https://bina.az/items/2543698
2447713,251 200,Xətai r.,3,157,3,20,bugün 17:45,https://bina.az/items/2447713
2569228,155 000,28 May m.,3,60,4,5,bugün 17:38,https://bina.az/items/2569228
2569226,250 000,Nizami m.,3,180,6,18,bugün 17:38,https://bina.az/items/2569226
2498381,165 000,Badamdar q.,3,135,7,15,bugün 17:37,https://bina.az/items/2498381
2569221,190 000,Nizami m.,3,89,3,17,bugün 17:36,https://bina.az/items/2569221
2569217,154 000,Neftçilər m.,3,98,10,17,bugün 17:35,https://bina.az/items/2569217
2540029,600 000,Elmlər Akademiyası m.,3,162,4,17,bugün 17:34,https://bina.az/items/2540029
2500439,239 000,Şah İsmayıl Xətai m.,3,123,8,18,bugün 17:34,https://bina.az/items/2500439
2569211,130 000,Nizami m.,3,80,3,5,bugün 17:34,https://bina.az/items/2569211
2569207,320 000,Gənclik m.,3,165,10,12,bugün 17:32,https://bina.az/items/2569207
2498249,185 000,Nəsimi r.,3,103,13,19,bugün 17:32,https://bina.az/items/2498249
2569203,130 000,Elmlər Akademiyası m.,3,70,3,5,bugün 17:32,https://bina.az/items/2569203
2569202,77 000,Masazır q.,3,93,1,8,bugün 17:31,https://bina.az/items/2569202
2569196,397 000,Xətai r.,3,393000,6,20,bugün 17:30,https://bina.az/items/2569196
2498911,199 000,20 Yanvar m.,3,132,8,16,bugün 17:30,https://bina.az/items/2498911
2532008,215 000,İnşaatçılar m.,3,153,4,16,bugün 17:29,https://bina.az/items/2532008
2569190,158 000,Əhmədli q.,3,110,7,16,bugün 17:29,https://bina.az/items/2569190
2532057,172 000,20 Yanvar m.,3,123,13,19,bugün 17:29,https://bina.az/items/2532057
2569189,152 000,Memar Əcəmi m.,3,120,5,17,bugün 17:29,https://bina.az/items/2569189
2569187,260 000,Nəsimi r.,3,131,14,16,bugün 17:28,https://bina.az/items/2569187
2548367,140 000,Əhmədli m.,3,100,9,20,13 yanvar 2022,https://bina.az/items/2548367
2567408,230 000,Bayıl q.,3,116,10,16,dünən 21:27,https://bina.az/items/2567408
2540340,380 000,Nəsimi r.,3,160,10,20,03 yanvar 2022,https://bina.az/items/2540340
2340661,170 000,Bakıxanov q.,3,136,13,23,11 yanvar 2022,https://bina.az/items/2340661
206,274 360,Bakı,3,144.4,,,bugün 10:57,https://bina.az/items/206
139,249 750,Ağ şəhər ,3,135,,,03 yanvar 2022,https://bina.az/items/139
85,498 105,Sea Breeze ,3,158.4,,,bugün 12:32,https://bina.az/items/85
139,231 250,Ağ şəhər ,3,125,,,04 yanvar 2022,https://bina.az/items/139
2500236,127 000,Nərimanov r.,3,129,19,19,bugün 17:29,https://bina.az/items/2500236
2569185,165 000,Nərimanov r.,3,90,17,18,bugün 17:29,https://bina.az/items/2569185
2534200,137 000,Yeni Yasamal q.,3,118,19,19,bugün 17:28,https://bina.az/items/2534200
2569182,180 000,Yasamal r.,3,115,9,16,bugün 17:27,https://bina.az/items/2569182
2569170,108 000,Qara Qarayev m.,3,80,7,9,bugün 17:26,https://bina.az/items/2569170
2514759,245 000,20 Yanvar m.,3,165,3,10,bugün 17:25,https://bina.az/items/2514759
2569168,188 000,9-cu mikrorayon q.,3,120,5,17,bugün 17:25,https://bina.az/items/2569168
2516158,156 000,Memar Əcəmi m.,3,120,16,17,bugün 17:25,https://bina.az/items/2516158
2569165,250 000,Şah İsmayıl Xətai m.,3,140,10,12,bugün 17:24,https://bina.az/items/2569165
2510852,249 000,Memar Əcəmi m.,3,127,14,18,bugün 17:24,https://bina.az/items/2510852
2569164,160 000,Neftçilər m.,3,130,5,19,bugün 17:24,https://bina.az/items/2569164
2498331,215 000,8 Noyabr m.,3,135,11,19,bugün 17:24,https://bina.az/items/2498331
2569158,177 000,Elmlər Akademiyası m.,3,83,8,9,bugün 17:23,https://bina.az/items/2569158
2569156,160 000,Əhmədli q.,3,110,4,16,bugün 17:22,https://bina.az/items/2569156
2569155,275 000,Şah İsmayıl Xətai m.,3,131,2,7,bugün 17:30,https://bina.az/items/2569155
2500709,250 000,Şah İsmayıl Xətai m.,3,137,4,16,bugün 17:20,https://bina.az/items/2500709
2504229,207 000,8 Noyabr m.,3,135,13,18,bugün 17:20,https://bina.az/items/2504229
2569143,132 000,Həzi Aslanov m.,3,100,2,19,bugün 17:20,https://bina.az/items/2569143
2569140,136 000,Həzi Aslanov m.,3,136,9,16,bugün 17:19,https://bina.az/items/2569140
2569136,255 000,Nərimanov r.,3,189,4,9,bugün 17:18,https://bina.az/items/2569136
2569119,148 000,Həzi Aslanov m.,3,97,7,17,bugün 17:12,https://bina.az/items/2569119
2569115,235 000,Nəsimi r.,3,137,14,17,bugün 17:11,https://bina.az/items/2569115
2569113,129 000,Sabunçu q.,3,100.2,13,18,bugün 17:10,https://bina.az/items/2569113
2569107,155 000,Həzi Aslanov q.,3,118,3,15,bugün 17:07,https://bina.az/items/2569107
2519017,245 000,Xalqlar Dostluğu m.,3,139,5,13,21 dekabr 2021,https://bina.az/items/2519017
2515078,169 900,20 Yanvar m.,3,93,8,16,13 yanvar 2022,https://bina.az/items/2515078
2295671,400 000,Elmlər Akademiyası m.,3,158,14,17,31 dekabr 2021,https://bina.az/items/2295671
2536018,230 000,İnşaatçılar m.,3,137,6,23,15 yanvar 2022,https://bina.az/items/2536018
221,357 130,Bakı,3,142,,,14 yanvar 2022,https://bina.az/items/221
206,274 360,Bakı,3,144.4,,,bugün 10:57,https://bina.az/items/206
139,231 250,Ağ şəhər ,3,125,,,04 yanvar 2022,https://bina.az/items/139
212,184 044,Bakı,3,131.5,,,bugün 15:07,https://bina.az/items/212
2569105,77 500,Nəsimi m.,3,67,1,5,bugün 17:06,https://bina.az/items/2569105
2569099,207 000,Nəriman Nərimanov m.,3,115,13,16,bugün 18:38,https://bina.az/items/2569099
2551789,250 000,Nizami m.,3,143,8,17,bugün 17:04,https://bina.az/items/2551789
2569094,317 000,İnşaatçılar m.,3,135.2,5,20,bugün 17:02,https://bina.az/items/2569094
2569088,180 000,Azadlıq Prospekti m.,3,103,9,16,bugün 17:00,https://bina.az/items/2569088
2569083,215 000,8 Noyabr m.,3,138,15,17,bugün 16:59,https://bina.az/items/2569083
2569081,198 000,Memar Əcəmi m.,3,114,5,16,bugün 16:59,https://bina.az/items/2569081
2520906,189 000,Nəsimi r.,3,97,4,16,bugün 16:59,https://bina.az/items/2520906
2569079,93 000,Həzi Aslanov m.,3,70,9,9,bugün 16:58,https://bina.az/items/2569079
2384523,189 000,Nəsimi r.,3,122,7,19,bugün 16:57,https://bina.az/items/2384523
2031656,545 000,Yasamal q.,3,174,11,27,bugün 16:53,https://bina.az/items/2031656
2569065,107 000,Həzi Aslanov m.,3,120,13,20,bugün 16:53,https://bina.az/items/2569065
2024081,430 000,İnşaatçılar m.,3,145,11,27,bugün 16:52,https://bina.az/items/2024081
2569056,310 000,28 May m.,3,140,12,15,bugün 16:51,https://bina.az/items/2569056
2569052,240 000,İnşaatçılar m.,3,126,6,20,bugün 16:49,https://bina.az/items/2569052
2569053,149 000,Yeni Yasamal q.,3,134,9,12,bugün 16:49,https://bina.az/items/2569053
2569050,253 500,Bayıl q.,3,169,3,14,bugün 16:49,https://bina.az/items/2569050
2569045,175 000,Səbail r.,3,112,6,9,bugün 16:46,https://bina.az/items/2569045
2569043,140 000,9-cu mikrorayon q.,3,80,6,18,bugün 16:46,https://bina.az/items/2569043
2529494,71 000,Lökbatan q.,3,70,2,5,bugün 16:45,https://bina.az/items/2529494
2569037,186 000,Qara Qarayev m.,3,154,10,16,bugün 16:44,https://bina.az/items/2569037
2529489,245 000,Memar Əcəmi m.,3,150,10,16,bugün 16:42,https://bina.az/items/2529489
2534092,158 000,Həzi Aslanov m.,3,98,15,18,bugün 16:41,https://bina.az/items/2534092
2569021,220 000,Xətai r.,3,107,5,18,bugün 16:40,https://bina.az/items/2569021
2561470,310 000,8-ci mikrorayon q.,3,160,12,17,dünən 23:30,https://bina.az/items/2561470
2405723,166 000,Şah İsmayıl Xətai m.,3,88,12,17,07 yanvar 2022,https://bina.az/items/2405723
2444434,335 000,8-ci mikrorayon q.,3,150,8,17,bugün 16:29,https://bina.az/items/2444434
2567011,308 000,İnşaatçılar m.,3,154,14,20,dünən 18:23,https://bina.az/items/2567011
220,132 286,Yasamal r.,3,95.2,,,13 yanvar 2022,https://bina.az/items/220
212,184 044,Bakı,3,131.5,,,bugün 15:07,https://bina.az/items/212
85,498 105,Sea Breeze ,3,158.4,,,bugün 12:32,https://bina.az/items/85
85,458 663,Sea Breeze ,3,138.4,,,bugün 12:32,https://bina.az/items/85
2569014,595 000,Nəriman Nərimanov m.,3,177.5,4,16,bugün 16:39,https://bina.az/items/2569014
2569013,225 000,Nəsimi r.,3,153,10,15,bugün 16:38,https://bina.az/items/2569013
2569006,115 000,Binəqədi r.,3,85,3,18,bugün 16:37,https://bina.az/items/2569006
2569001,240 000,Elmlər Akademiyası m.,3,150,10,10,bugün 16:37,https://bina.az/items/2569001
2568984,335 000,Nərimanov r.,3,157,12,17,bugün 16:33,https://bina.az/items/2568984
2546522,285 000,Azadlıq Prospekti m.,3,130,7,17,bugün 16:33,https://bina.az/items/2546522
2568980,132 000,Əhmədli q.,3,116.5,3,17,bugün 16:31,https://bina.az/items/2568980
2568978,270 000,Nərimanov r.,3,151,5,17,bugün 16:30,https://bina.az/items/2568978
2568972,113 000,Əhmədli q.,3,95,7,9,bugün 16:30,https://bina.az/items/2568972
2444434,335 000,8-ci mikrorayon q.,3,150,8,17,bugün 16:29,https://bina.az/items/2444434
2568971,135 000,İnşaatçılar m.,3,70,1,5,bugün 16:29,https://bina.az/items/2568971
2568970,178 000,Elmlər Akademiyası m.,3,80,4,5,bugün 16:29,https://bina.az/items/2568970
2568969,250 000,Nəsimi r.,3,180,7,17,bugün 16:53,https://bina.az/items/2568969
2525020,120 000,Elmlər Akademiyası m.,3,65,3,5,bugün 16:35,https://bina.az/items/2525020
2568965,175 000,Badamdar q.,3,147.4,9,18,bugün 16:59,https://bina.az/items/2568965
2527467,265 000,Azadlıq Prospekti m.,3,130,8,17,bugün 16:28,https://bina.az/items/2527467
2568952,140 000,Həzi Aslanov m.,3,112,10,17,bugün 16:25,https://bina.az/items/2568952
2568956,87 500,Yeni Yasamal q.,3,77,19,19,bugün 16:25,https://bina.az/items/2568956
2568953,280 000,Nəsimi r.,3,115,8,15,bugün 16:24,https://bina.az/items/2568953
2568951,159 000,Həzi Aslanov m.,3,100,18,19,bugün 16:23,https://bina.az/items/2568951
2560011,195 000,Nərimanov r.,3,152,11,19,bugün 16:22,https://bina.az/items/2560011
2568944,118 000,Yeni Yasamal q.,3,95,3,12,bugün 16:21,https://bina.az/items/2568944
2568942,200 000,Nəsimi r.,3,90,12,15,bugün 16:20,https://bina.az/items/2568942
2568938,274 000,Nəsimi r.,3,148,7,10,bugün 16:18,https://bina.az/items/2568938
2340687,176 800,Bakıxanov q.,3,136,15,23,11 yanvar 2022,https://bina.az/items/2340687
2168321,397 540,İçəri Şəhər m.,3,152.9,3,15,27 dekabr 2021,https://bina.az/items/2168321
2551751,330 000,Nəsimi r.,3,150,5,13,08 yanvar 2022,https://bina.az/items/2551751
2483660,195 000,Nərimanov r.,3,117,2,19,01 yanvar 2022,https://bina.az/items/2483660
206,274 360,Bakı,3,144.4,,,bugün 10:57,https://bina.az/items/206
212,187 124,Bakı,3,133.7,,,bugün 11:22,https://bina.az/items/212
86,458 663,Sea Breeze ,3,138.4,,,bugün 12:33,https://bina.az/items/86
139,231 250,Ağ şəhər ,3,125,,,04 yanvar 2022,https://bina.az/items/139
